employee_id,manager_id,department,role_level,education_level,years_in_company,years_in_role,performance_rating,awards,kpis_count,kpis_achieved_pct,peer_review_score,training_courses_completed,certification_count,mentorship_participation,projects_delivered,salary,performance_intervention,promoted
EMP000800,EMP008371,Finance,IC1,Other,13,8,4,0,1,100.0,3,4,1,0,2,92466,0,0
EMP008319,EMP009124,Sales,IC2,Masters,3,1,4,0,2,100.0,3,3,1,0,2,78102,0,0
EMP008786,EMP009124,Sales,IC1,Bachelors,2,1,5,0,1,100.0,3,2,0,0,2,73555,0,1
EMP000104,EMP000547,Finance,M2,Associates,20,9,4,0,4,0.0,4,4,0,1,10,185965,0,0
EMP008066,EMP000002,Marketing,IC4,Masters,3,0,3,0,4,50.0,3,1,0,0,3,106479,0,0
EMP008879,EMP001858,Marketing,IC3,High School,2,1,5,0,3,100.0,4,0,0,0,3,87920,0,0
EMP007414,EMP009124,Sales,IC1,High School,4,1,3,0,1,100.0,4,0,0,0,0,76107,0,0
EMP003990,EMP004444,Product,IC1,Bachelors,8,2,3,0,1,100.0,3,2,1,0,3,82407,0,0
EMP005923,EMP008961,HR,IC4,Associates,6,3,3,0,4,50.0,4,1,1,0,3,110743,0,0
EMP008566,EMP005466,Engineering,IC2,Associates,3,1,3,0,2,100.0,2,0,1,0,0,81842,0,0
EMP004158,EMP000003,Engineering,M1,Other,7,1,1,0,4,100.0,1,0,1,0,3,131744,0,0
EMP009171,EMP009124,Sales,IC3,Bachelors,1,0,4,0,3,33.33,5,0,1,0,6,82872,0,0
EMP001964,EMP002462,Sales,IC4,Bachelors,10,5,3,0,4,100.0,2,1,1,0,2,112287,0,0
EMP008921,EMP009124,Sales,IC2,Bachelors,2,1,3,0,2,100.0,3,0,1,0,1,75085,0,0
EMP003644,EMP001858,Marketing,IC1,Masters,8,3,2,0,1,100.0,3,5,2,0,2,76936,1,0
EMP002620,EMP000003,Engineering,M1,PhD,9,7,4,3,4,25.0,5,5,0,0,5,134881,0,0
EMP008000,EMP000052,Sales,IC4,Masters,3,1,3,0,4,100.0,4,1,2,0,1,105880,0,0
EMP005423,EMP002462,Sales,IC4,Associates,6,3,2,0,4,75.0,1,2,1,0,2,107578,0,0
EMP005378,EMP005466,Engineering,IC1,Bachelors,6,3,3,0,1,100.0,3,3,0,0,4,72485,0,0
EMP002543,EMP004444,Product,IC3,Other,9,4,4,0,3,100.0,3,4,0,0,6,103765,0,0
EMP004792,EMP000547,Finance,M1,Bachelors,7,4,5,0,4,100.0,5,3,1,0,7,126271,0,0
EMP007034,EMP001858,Marketing,IC1,Masters,5,3,3,0,1,100.0,3,1,3,0,2,74617,0,0
EMP003536,EMP003750,Operations,IC1,Masters,8,4,3,0,1,100.0,3,7,1,0,1,77601,0,1
EMP004953,EMP001858,Marketing,IC3,Masters,7,3,5,1,3,33.33,5,3,1,0,6,95960,0,0
EMP000009,EMP000001,Operations,M2,Masters,25,15,2,0,4,100.0,3,11,2,0,3,187737,0,0
EMP008275,EMP004444,Product,IC1,Bachelors,3,1,3,0,1,0.0,2,0,1,0,1,66409,0,1
EMP005562,EMP005466,Engineering,IC1,Bachelors,6,1,3,0,1,100.0,2,4,2,0,1,80689,0,0
EMP009470,EMP000003,Engineering,M1,High School,0,0,0,0,4,0.0,0,0,0,0,0,111082,0,0
EMP005624,EMP003750,Operations,IC3,Associates,6,2,3,0,3,66.67,4,1,2,0,4,96966,0,1
EMP001517,EMP001858,Marketing,IC2,Bachelors,11,3,4,0,2,50.0,2,2,0,0,3,93998,0,0
EMP000568,EMP007415,Legal,IC1,Other,14,6,2,0,1,100.0,1,3,1,0,2,90132,0,0
EMP006694,EMP000547,Finance,IC4,Masters,5,3,2,0,4,75.0,3,2,1,0,8,101458,0,0
EMP006927,EMP000146,Legal,M1,Bachelors,5,3,4,0,4,75.0,4,2,1,0,7,121733,0,1
EMP008510,EMP000034,Customer Success,M1,Bachelors,3,1,4,0,4,0.0,5,0,3,0,3,126939,0,0
EMP006390,EMP003750,Operations,IC1,Masters,5,1,3,0,1,100.0,2,3,0,0,6,71504,0,1
EMP001607,EMP005865,Marketing,IC4,Masters,11,6,5,0,4,100.0,5,2,3,0,4,123973,0,0
EMP009703,EMP008371,Finance,IC3,Masters,0,0,0,0,3,0.0,0,0,0,0,0,84425,0,0
EMP007884,EMP000267,HR,M2,Bachelors,4,0,5,0,4,50.0,5,2,0,0,3,142368,0,1
EMP002046,EMP003750,Operations,IC1,Other,10,5,2,0,1,100.0,3,5,1,0,0,87445,0,0
EMP008739,EMP000003,Engineering,M1,Bachelors,2,1,4,0,4,0.0,5,0,0,0,0,114469,0,0
EMP008108,EMP005466,Engineering,IC2,Bachelors,3,1,4,0,2,100.0,3,1,1,0,5,80347,0,0
EMP005408,EMP004444,Product,IC1,Masters,6,3,2,0,1,100.0,2,5,1,0,2,73493,0,0
EMP000795,EMP005466,Engineering,IC1,Bachelors,13,7,4,0,1,100.0,4,1,0,0,2,87822,0,0
EMP007542,EMP000547,Finance,IC4,Masters,4,1,4,2,4,25.0,4,2,2,0,3,106824,0,0
EMP005351,EMP005466,Engineering,IC3,Bachelors,6,3,3,0,3,66.67,4,2,1,0,3,95423,0,0
EMP007627,EMP008668,Engineering,IC4,Bachelors,4,0,3,0,4,100.0,3,0,0,0,9,105616,0,0
EMP006359,EMP001858,Marketing,IC2,Associates,5,2,4,0,2,100.0,5,0,0,0,6,87745,0,0
EMP006556,EMP006590,Customer Success,IC1,Associates,5,2,2,0,1,0.0,1,2,0,1,3,74217,0,0
EMP007554,EMP001858,Marketing,IC3,PhD,4,0,3,0,3,100.0,3,0,2,0,4,97775,0,0
EMP007513,EMP005466,Engineering,IC3,Associates,4,0,4,0,3,66.67,3,2,1,0,4,88171,0,0
EMP006681,EMP008371,Finance,IC2,Masters,5,1,4,0,2,100.0,3,0,1,0,1,81650,0,0
EMP009558,EMP000001,Operations,M1,Bachelors,0,0,0,0,4,0.0,0,0,0,0,0,117142,0,0
EMP003974,EMP009124,Sales,IC1,Masters,8,2,4,0,1,100.0,2,5,0,0,2,79435,0,1
EMP003102,EMP005466,Engineering,IC3,Associates,9,6,5,0,3,33.33,5,2,0,0,8,104285,0,0
EMP005921,EMP000002,Marketing,IC4,Bachelors,6,2,4,0,4,100.0,3,1,2,0,5,103903,0,0
EMP009839,EMP000003,Engineering,M2,Bachelors,0,0,0,0,4,0.0,0,0,0,0,0,141024,0,0
EMP005791,EMP001858,Marketing,IC2,Bachelors,6,2,5,0,2,100.0,5,5,0,1,4,91979,0,0
EMP000037,EMP009124,Sales,IC2,Masters,22,4,3,0,2,100.0,4,2,5,0,3,115677,0,0
EMP005199,EMP005466,Engineering,IC1,Bachelors,6,3,3,0,1,100.0,3,1,0,0,3,80928,0,0
EMP006015,EMP003750,Operations,IC1,Associates,5,1,3,0,1,100.0,2,2,1,0,2,73206,0,0
EMP008713,EMP001858,Marketing,IC1,Bachelors,2,0,4,0,1,100.0,3,0,3,0,4,65254,0,0
EMP007816,EMP000002,Marketing,M2,Bachelors,4,1,3,0,4,25.0,4,1,1,0,10,150154,0,0
EMP009975,EMP000052,Sales,M1,Other,0,0,0,0,4,0.0,0,0,0,0,0,109868,0,0
EMP002649,EMP006590,Customer Success,IC3,Masters,9,2,3,0,3,100.0,3,2,0,0,4,101023,0,1
EMP004615,EMP008668,Engineering,IC4,Associates,7,3,4,0,4,25.0,5,1,0,0,3,108806,0,0
EMP005422,EMP001858,Marketing,IC2,Bachelors,6,2,4,0,2,50.0,4,0,0,0,2,89116,0,0
EMP007786,EMP000003,Engineering,M3,Bachelors,4,1,4,0,6,100.0,5,0,1,0,6,193366,0,0
EMP000578,EMP009124,Sales,IC3,Associates,14,10,3,0,3,100.0,2,5,0,1,3,116872,0,0
EMP008892,EMP002417,Customer Success,IC4,Bachelors,2,1,3,0,4,50.0,3,0,0,0,4,103975,0,1
EMP006224,EMP000003,Engineering,IC4,High School,5,2,4,0,4,75.0,5,0,0,0,2,110039,0,0
EMP008116,EMP003750,Operations,IC1,PhD,3,1,1,0,1,100.0,1,0,2,0,3,74096,0,0
EMP001248,EMP000002,Marketing,IC4,Bachelors,12,8,3,0,4,0.0,2,3,1,0,4,120702,0,1
EMP001495,EMP009124,Sales,IC2,Associates,11,3,4,0,2,50.0,4,2,0,0,6,97496,0,0
EMP006514,EMP001858,Marketing,IC2,High School,5,2,4,0,2,100.0,3,0,2,1,2,83432,0,0
EMP005160,EMP009124,Sales,IC2,Bachelors,6,1,2,0,2,100.0,2,4,2,0,3,84222,0,0
EMP009816,EMP000001,Operations,M1,Masters,0,0,0,0,4,0.0,0,0,0,0,0,111074,0,0
EMP005992,EMP008668,Engineering,IC4,Associates,6,1,3,0,4,75.0,4,1,3,0,3,106032,0,0
EMP007636,EMP000547,Finance,M2,Masters,4,1,2,0,4,100.0,1,1,0,0,2,141871,0,0
EMP003044,EMP000547,Finance,IC4,High School,9,4,3,0,4,75.0,4,1,0,0,4,115935,0,0
EMP008258,EMP003750,Operations,IC2,High School,3,1,3,1,2,50.0,2,2,1,0,4,79078,0,0
EMP008313,EMP008472,Data Analytics,IC3,Masters,3,1,4,0,3,0.0,4,2,2,0,9,92032,0,0
EMP009884,EMP005466,Engineering,IC3,Other,0,0,0,0,3,0.0,0,0,0,0,0,85920,0,0
EMP001759,EMP000547,Finance,M1,Masters,11,3,3,0,4,75.0,2,9,1,0,1,138024,0,0
EMP006826,EMP005466,Engineering,IC2,Bachelors,5,1,4,0,2,100.0,2,0,2,0,1,81489,0,1
EMP006801,EMP000052,Sales,IC4,Associates,5,3,3,0,4,25.0,3,0,0,0,6,109126,0,0
EMP002128,EMP003750,Operations,IC2,Bachelors,10,4,4,0,2,50.0,5,3,0,0,3,99642,0,0
EMP000638,EMP005466,Engineering,IC2,Other,14,5,5,0,2,0.0,5,2,2,0,4,107319,0,0
EMP000048,EMP008144,Product,IC4,High School,22,10,4,0,4,0.0,4,0,0,0,7,139633,0,0
EMP002616,EMP001858,Marketing,IC1,Masters,9,6,2,0,1,100.0,3,4,2,0,1,79901,0,1
EMP002233,EMP004444,Product,IC2,High School,10,2,3,0,2,100.0,5,1,0,0,1,99101,0,0
EMP002964,EMP000052,Sales,M1,Bachelors,9,6,2,0,4,25.0,2,4,2,0,2,132418,0,0
EMP002628,EMP008371,Finance,IC2,Bachelors,9,3,3,0,2,100.0,2,4,1,0,2,97879,0,0
EMP008603,EMP005466,Engineering,IC2,Other,3,0,3,0,2,50.0,2,0,1,0,2,77571,0,0
EMP003932,EMP000547,Finance,M1,Masters,8,5,3,0,4,100.0,3,6,4,0,8,127096,0,0
EMP007051,EMP005466,Engineering,IC3,Bachelors,4,1,3,0,3,100.0,5,2,1,0,0,88807,0,0
EMP005399,EMP000003,Engineering,M1,PhD,6,4,3,0,4,100.0,3,2,3,0,5,125495,0,0
EMP001473,EMP005466,Engineering,IC2,Associates,11,2,4,1,2,100.0,4,3,2,0,5,99093,0,0
EMP009352,EMP001858,Marketing,IC2,Bachelors,0,0,0,0,2,0.0,0,0,0,0,0,76380,0,0
EMP002109,EMP005466,Engineering,IC1,High School,10,5,4,0,1,100.0,4,2,1,0,5,86572,0,0
EMP003308,EMP003750,Operations,IC3,Bachelors,8,3,3,0,3,33.33,3,0,1,0,3,104599,0,1
EMP001027,EMP000002,Marketing,M1,High School,13,2,3,0,4,75.0,2,3,0,0,4,144578,0,0
EMP002261,EMP005466,Engineering,IC2,Bachelors,10,5,5,0,2,100.0,5,1,0,1,1,98453,0,0
EMP001600,EMP005466,Engineering,IC2,Other,11,8,3,0,2,100.0,3,4,2,0,0,96928,0,0
EMP005329,EMP007415,Legal,IC2,Bachelors,6,4,1,0,2,100.0,1,1,0,0,3,90857,0,0
EMP009404,EMP000003,Engineering,M1,Associates,0,0,0,0,4,0.0,0,0,0,0,0,111575,0,0
EMP009022,EMP000003,Engineering,M2,Bachelors,1,0,2,0,4,50.0,1,0,0,0,7,133436,0,0
EMP007106,EMP005466,Engineering,IC3,Masters,4,3,3,0,3,100.0,4,0,2,0,3,94031,0,0
EMP007817,EMP005466,Engineering,IC2,Other,4,1,3,1,2,100.0,4,0,0,0,5,80494,0,0
EMP001808,EMP001858,Marketing,IC2,Masters,11,3,5,0,2,100.0,4,6,1,0,4,93833,0,1
EMP003616,EMP000001,Operations,M2,Masters,8,2,4,0,4,100.0,4,2,0,0,4,155745,0,0
EMP009259,EMP004042,HR,IC3,Other,0,0,0,0,3,0.0,0,0,0,0,0,86347,0,0
EMP000743,EMP009124,Sales,IC1,High School,14,9,4,0,1,100.0,5,2,0,0,3,89250,0,0
EMP007235,EMP000547,Finance,IC4,Bachelors,4,2,2,0,4,0.0,2,3,0,0,2,108556,0,0
EMP003334,EMP005466,Engineering,IC1,Associates,8,3,4,0,1,100.0,4,1,1,0,4,80298,0,0
EMP006714,EMP004042,HR,IC3,Bachelors,5,3,4,0,3,100.0,3,1,3,0,8,90097,0,0
EMP004122,EMP001858,Marketing,IC1,Masters,7,5,3,0,1,100.0,3,3,4,0,2,79763,0,0
EMP007305,EMP000267,HR,IC4,Associates,4,2,3,0,4,25.0,3,2,3,0,3,100841,0,1
EMP006059,EMP005466,Engineering,IC2,Masters,5,1,2,0,2,50.0,3,1,1,0,2,83148,0,1
EMP006833,EMP009124,Sales,IC2,Other,5,2,3,0,2,100.0,2,3,0,0,1,84280,0,0
EMP005849,EMP005466,Engineering,IC3,Masters,6,4,3,0,3,100.0,3,0,0,1,5,95950,0,0
EMP004211,EMP008668,Engineering,IC4,Bachelors,7,3,4,0,4,100.0,4,2,0,0,3,108553,0,0
EMP002030,EMP002462,Sales,IC4,Bachelors,10,4,3,0,4,50.0,2,5,0,0,3,123041,0,0
EMP003750,EMP000001,Operations,M1,Bachelors,8,4,4,0,4,50.0,5,2,1,0,5,137995,0,0
EMP009125,EMP004042,HR,IC1,Associates,1,0,2,0,1,100.0,3,0,0,0,0,66370,0,0
EMP003056,EMP003750,Operations,IC2,Masters,9,3,3,0,2,0.0,2,2,1,0,6,97857,0,0
EMP004662,EMP006590,Customer Success,IC3,Associates,7,3,4,0,3,66.67,4,0,1,0,5,101669,0,0
EMP009760,EMP009124,Sales,IC1,Associates,0,0,0,0,1,0.0,0,0,0,0,0,68165,0,0
EMP009380,EMP008144,Product,IC4,Masters,0,0,0,0,4,0.0,0,0,0,0,0,102333,0,0
EMP004603,EMP000001,Operations,M1,Bachelors,7,3,4,0,4,75.0,5,1,4,0,1,128583,0,1
EMP009421,EMP001858,Marketing,IC3,Bachelors,0,0,0,0,3,0.0,0,0,0,0,0,83724,0,0
EMP007999,EMP005466,Engineering,IC1,Associates,3,2,1,0,1,100.0,1,0,2,0,0,66913,0,0
EMP004561,EMP000002,Marketing,M1,Masters,7,2,4,0,4,75.0,3,0,1,0,4,123006,0,1
EMP003353,EMP004042,HR,IC2,Bachelors,8,4,3,0,2,100.0,4,3,1,0,1,88964,0,1
EMP008168,EMP005466,Engineering,IC3,Bachelors,3,0,4,0,3,100.0,4,0,0,0,6,94931,0,0
EMP006659,EMP000122,Product,M2,Masters,5,2,2,0,4,100.0,1,1,0,0,2,144498,0,0
EMP007872,EMP008668,Engineering,IC4,Bachelors,4,0,3,0,4,75.0,3,1,1,0,2,108266,0,0
EMP007743,EMP000003,Engineering,M1,Masters,4,1,4,0,4,100.0,4,1,5,0,6,118610,0,0
EMP006413,EMP001858,Marketing,IC3,Other,5,1,4,0,3,100.0,5,0,0,0,5,91783,0,0
EMP004721,EMP002462,Sales,IC4,Bachelors,7,3,4,0,4,0.0,4,5,0,0,3,112356,0,0
EMP000587,EMP009124,Sales,IC1,Bachelors,14,7,4,0,1,100.0,4,1,2,0,3,91963,0,0
EMP005425,EMP004444,Product,IC3,Bachelors,6,4,4,0,3,33.33,5,1,3,0,4,95249,0,0
EMP008088,EMP000732,Operations,IC4,Bachelors,3,0,3,0,4,100.0,4,0,0,0,3,105135,0,0
EMP000994,EMP000002,Marketing,M1,Other,13,10,3,0,4,0.0,3,2,1,0,5,142295,0,0
EMP005943,EMP000003,Engineering,M1,Bachelors,6,4,3,0,4,75.0,3,3,1,1,4,119966,0,0
EMP000336,EMP000052,Sales,M1,Other,16,8,3,0,4,100.0,3,1,0,0,3,149904,0,0
EMP003045,EMP008371,Finance,IC3,Bachelors,9,4,3,0,3,66.67,5,0,3,0,2,101093,0,1
EMP008061,EMP009124,Sales,IC2,Bachelors,3,1,3,0,2,100.0,3,3,1,0,3,82663,0,0
EMP003874,EMP005466,Engineering,IC2,Associates,8,5,4,0,2,100.0,4,4,0,0,5,91797,0,0
EMP004975,EMP000003,Engineering,M1,High School,7,2,3,0,4,75.0,3,0,2,0,4,124471,0,1
EMP003144,EMP000003,Engineering,M1,Associates,9,3,4,0,4,75.0,3,1,1,0,8,139853,0,1
EMP006876,EMP009124,Sales,IC1,Bachelors,5,3,3,0,1,100.0,3,2,0,0,0,78387,0,0
EMP009110,EMP009124,Sales,IC1,Bachelors,1,0,4,0,1,0.0,4,0,3,0,2,66274,0,0
EMP007589,EMP000052,Sales,IC4,Masters,4,1,3,0,4,100.0,3,0,5,0,9,103106,0,0
EMP004923,EMP008472,Data Analytics,IC1,Masters,7,2,4,0,1,100.0,4,3,2,1,1,74246,0,0
EMP000024,EMP005466,Engineering,IC2,Masters,24,15,5,0,2,100.0,3,8,1,0,2,125358,0,0
EMP009938,EMP000547,Finance,M1,Bachelors,0,0,0,0,4,0.0,0,0,0,0,0,118107,0,0
EMP001692,EMP000034,Customer Success,M1,Bachelors,11,7,3,0,4,75.0,3,4,6,0,0,135933,0,0
EMP005462,EMP000001,Operations,M1,Masters,6,2,4,0,4,75.0,3,1,2,0,7,124364,0,1
EMP006673,EMP008668,Engineering,IC4,Masters,5,2,4,0,4,75.0,4,6,5,0,5,105622,0,0
EMP004141,EMP000267,HR,M1,High School,7,4,3,0,4,75.0,3,0,0,1,5,122961,0,0
EMP000382,EMP005466,Engineering,IC3,Bachelors,16,4,5,1,3,100.0,5,0,0,0,6,113541,0,0
EMP006840,EMP006590,Customer Success,IC2,Bachelors,5,2,4,0,2,100.0,4,1,1,0,1,80035,0,0
EMP004827,EMP001858,Marketing,IC2,Masters,7,1,5,0,2,100.0,5,3,3,0,2,92812,0,0
EMP002408,EMP005466,Engineering,IC2,Bachelors,10,4,4,0,2,100.0,5,1,3,0,3,98838,0,0
EMP008561,EMP004042,HR,IC1,Bachelors,3,1,3,0,1,100.0,3,1,0,0,2,69941,0,0
EMP000790,EMP009124,Sales,IC3,Bachelors,13,7,2,0,3,100.0,3,3,2,0,3,114305,0,0
EMP004966,EMP000003,Engineering,M1,Other,7,3,3,0,4,100.0,5,4,0,0,2,124538,0,0
EMP001225,EMP000002,Marketing,M3,Bachelors,12,7,5,0,6,33.33,5,4,1,0,8,208827,0,1
EMP009130,EMP001858,Marketing,IC2,Associates,1,0,4,0,2,100.0,4,1,1,0,3,76685,0,0
EMP001784,EMP009124,Sales,IC3,High School,11,6,4,1,3,66.67,4,0,0,1,8,105277,0,0
EMP001714,EMP000547,Finance,M2,Bachelors,11,4,4,0,4,100.0,2,2,2,0,3,153557,0,0
EMP004280,EMP000122,Product,IC4,Masters,7,4,4,0,4,25.0,4,2,1,0,6,109251,0,0
EMP008418,EMP005466,Engineering,IC2,Bachelors,3,0,4,0,2,50.0,4,0,1,0,4,78906,0,0
EMP001373,EMP009124,Sales,IC3,Masters,12,7,3,0,3,100.0,1,4,0,0,5,110145,0,0
EMP010004,EMP008668,Engineering,IC4,Masters,0,0,0,0,4,0.0,0,0,0,0,0,95662,0,0
EMP001617,EMP000003,Engineering,M1,Bachelors,11,8,4,0,4,75.0,4,4,0,0,6,131392,0,0
EMP002454,EMP001858,Marketing,IC3,Associates,10,7,2,0,3,66.67,1,1,0,0,2,104410,0,1
EMP006014,EMP006562,Finance,IC4,Masters,5,1,5,1,4,25.0,5,0,3,0,1,110680,0,0
EMP002179,EMP000267,HR,M1,Bachelors,10,6,3,0,4,100.0,4,1,0,0,3,127848,0,0
EMP007108,EMP008371,Finance,IC2,Associates,4,2,3,0,2,50.0,2,1,0,0,0,79772,0,0
EMP001157,EMP001858,Marketing,IC2,High School,12,2,3,1,2,100.0,4,2,1,0,0,95093,0,1
EMP001200,EMP000732,Operations,IC4,High School,12,9,3,2,4,50.0,2,1,0,0,3,119973,0,1
EMP002589,EMP001858,Marketing,IC3,Bachelors,9,4,4,0,3,66.67,4,1,1,0,2,102026,0,0
EMP004484,EMP004444,Product,IC2,Bachelors,7,2,2,0,2,100.0,2,2,0,0,1,86771,0,0
EMP009191,EMP001858,Marketing,IC1,Bachelors,0,0,0,0,1,0.0,0,0,0,0,0,66862,0,0
EMP005885,EMP005466,Engineering,IC3,Bachelors,6,2,3,0,3,66.67,3,3,1,0,4,98108,0,0
EMP001659,EMP009124,Sales,IC2,Associates,11,2,4,0,2,100.0,4,1,0,0,5,99541,0,1
EMP001209,EMP005865,Marketing,IC4,Bachelors,12,8,3,0,4,0.0,4,6,1,0,4,120278,0,0
EMP003530,EMP000003,Engineering,IC4,Bachelors,8,2,4,1,4,50.0,4,3,0,1,6,110319,0,0
EMP007738,EMP004444,Product,IC1,Bachelors,4,2,4,2,1,100.0,4,1,1,0,1,72231,0,0
EMP002240,EMP004042,HR,IC3,PhD,10,2,5,0,3,66.67,5,7,3,0,7,100777,0,0
EMP009158,EMP009124,Sales,IC2,Bachelors,1,0,4,1,2,100.0,5,0,0,0,2,72614,0,1
EMP002834,EMP008371,Finance,IC1,Bachelors,9,3,2,0,1,100.0,2,0,0,0,2,84480,0,0
EMP008362,EMP008668,Engineering,IC4,Masters,3,0,4,0,4,100.0,5,5,2,0,8,99978,0,0
EMP007370,EMP009124,Sales,IC1,Other,4,2,3,0,1,100.0,2,2,1,0,2,73895,0,0
EMP009027,EMP001858,Marketing,IC3,Bachelors,1,0,3,0,3,100.0,2,0,4,0,3,89848,0,0
EMP004790,EMP004444,Product,IC2,Bachelors,7,5,4,0,2,100.0,4,3,3,0,4,86740,0,0
EMP007825,EMP000267,HR,M1,Masters,4,1,3,0,4,75.0,3,3,3,0,3,117405,0,0
EMP002546,EMP003750,Operations,IC1,Bachelors,9,3,4,0,1,0.0,4,2,3,0,1,86237,0,0
EMP007896,EMP002462,Sales,IC4,Bachelors,4,2,3,0,4,50.0,3,1,1,0,5,101472,0,0
EMP005274,EMP000547,Finance,M1,Masters,6,2,4,0,4,50.0,3,3,3,0,7,126134,0,0
EMP000783,EMP009124,Sales,IC2,Masters,13,8,4,2,2,100.0,5,1,3,1,2,104521,0,0
EMP004756,EMP009124,Sales,IC1,Masters,7,2,4,0,1,0.0,5,0,1,0,6,75570,0,1
EMP003430,EMP005466,Engineering,IC3,Bachelors,8,3,4,0,3,100.0,4,2,2,0,5,99352,0,0
EMP001826,EMP000001,Operations,M2,Bachelors,11,4,3,0,4,50.0,3,2,1,0,4,158065,0,0
EMP001108,EMP000052,Sales,M1,High School,12,3,3,0,4,25.0,2,3,0,0,4,141330,0,0
EMP003881,EMP005466,Engineering,IC3,Masters,8,5,4,0,3,100.0,5,1,1,0,3,96026,0,0
EMP008971,EMP001858,Marketing,IC2,Masters,2,0,4,0,2,100.0,4,0,2,0,3,75535,0,1
EMP007591,EMP005466,Engineering,IC2,Bachelors,4,2,4,0,2,100.0,4,2,1,0,3,78970,0,0
EMP003972,EMP008668,Engineering,IC4,Bachelors,8,3,3,0,4,75.0,4,2,1,0,4,111063,0,0
EMP001663,EMP000267,HR,M1,Bachelors,11,4,2,0,4,50.0,1,2,2,0,10,135241,0,0
EMP002587,EMP000547,Finance,M1,Associates,9,5,3,0,4,75.0,3,2,0,1,6,140113,0,0
EMP006736,EMP000547,Finance,M2,Associates,5,2,4,0,4,50.0,2,0,1,0,4,152657,0,0
EMP008522,EMP005466,Engineering,IC1,Masters,3,1,5,3,1,0.0,5,0,2,0,4,74365,0,0
EMP002200,EMP001858,Marketing,IC2,Bachelors,10,4,2,0,2,0.0,3,0,1,0,0,97700,0,1
EMP009776,EMP000052,Sales,M1,Bachelors,0,0,0,0,4,0.0,0,0,0,0,0,122472,0,0
EMP007609,EMP003750,Operations,IC2,Associates,4,1,2,0,2,50.0,3,0,1,0,1,82481,0,1
EMP000287,EMP004444,Product,IC3,Masters,16,11,4,0,3,33.33,5,5,1,0,9,115097,0,0
EMP002466,EMP005466,Engineering,IC3,Bachelors,9,5,4,0,3,66.67,4,2,1,0,2,98884,0,0
EMP006856,EMP003750,Operations,IC1,Bachelors,5,1,4,0,1,0.0,3,1,0,0,2,72116,0,0
EMP003663,EMP009124,Sales,IC2,Bachelors,8,3,1,0,2,50.0,1,4,0,0,2,87562,0,0
EMP004884,EMP000003,Engineering,M1,Bachelors,7,4,4,1,4,75.0,4,1,1,0,4,127216,0,0
EMP002426,EMP003750,Operations,IC2,Masters,10,7,3,0,2,100.0,4,3,0,0,3,96937,0,0
EMP007430,EMP000003,Engineering,IC4,Masters,4,2,4,0,4,0.0,4,2,3,0,4,100993,0,0
EMP009585,EMP000002,Marketing,M1,Other,0,0,0,0,4,0.0,0,0,0,0,0,116244,0,0
EMP006763,EMP008371,Finance,IC2,Bachelors,5,3,4,0,2,100.0,4,3,1,0,1,85475,0,0
EMP005573,EMP008371,Finance,IC2,Bachelors,6,4,4,3,2,100.0,4,0,0,0,3,87430,0,0
EMP001254,EMP000052,Sales,IC4,Bachelors,12,6,4,0,4,100.0,4,2,1,0,7,116744,0,0
EMP000564,EMP006590,Customer Success,IC2,Bachelors,14,3,2,0,2,100.0,2,6,2,1,3,107569,0,0
EMP000292,EMP009124,Sales,IC2,Bachelors,16,8,3,0,2,100.0,4,7,1,0,1,105762,0,0
EMP003236,EMP005466,Engineering,IC1,Bachelors,8,3,4,2,1,100.0,5,2,4,1,3,81278,0,0
EMP004462,EMP008371,Finance,IC3,Masters,7,4,5,1,3,66.67,4,2,2,0,7,99061,0,1
EMP004225,EMP001858,Marketing,IC1,Other,7,1,4,2,1,100.0,5,1,1,0,8,77053,0,1
EMP000170,EMP008371,Finance,IC2,Bachelors,18,12,3,0,2,100.0,1,5,1,0,1,114422,0,0
EMP000268,EMP004444,Product,IC2,Bachelors,17,4,4,0,2,0.0,4,1,2,0,3,107798,0,0
EMP007424,EMP009124,Sales,IC2,Masters,4,3,3,0,2,50.0,3,4,1,0,4,87858,0,1
EMP003545,EMP000002,Marketing,M1,Bachelors,8,5,2,0,4,75.0,3,1,1,0,2,127229,0,0
EMP006396,EMP005466,Engineering,IC3,Bachelors,5,2,3,0,3,66.67,5,1,1,0,3,95468,0,0
EMP006122,EMP004042,HR,IC1,Bachelors,5,1,3,0,1,0.0,3,3,1,0,2,73255,0,0
EMP000316,EMP001858,Marketing,IC2,Bachelors,16,10,4,2,2,50.0,4,6,1,0,1,105043,0,0
EMP009754,EMP003750,Operations,IC1,Bachelors,0,0,0,0,1,0.0,0,0,0,0,0,63840,0,0
EMP008432,EMP001858,Marketing,IC2,Bachelors,3,1,3,0,2,100.0,3,0,1,0,1,80536,0,0
EMP004105,EMP001858,Marketing,IC1,Bachelors,7,3,3,0,1,100.0,5,2,0,0,4,78048,0,0
EMP000246,EMP005466,Engineering,IC2,Masters,17,3,1,0,2,100.0,1,9,2,0,1,106356,0,0
EMP000253,EMP000122,Product,IC4,Masters,17,6,4,0,4,25.0,4,5,3,0,2,134662,0,0
EMP008438,EMP005466,Engineering,IC3,Bachelors,3,1,3,1,3,33.33,3,2,2,0,7,95941,0,1
EMP009313,EMP000547,Finance,M2,Associates,0,0,0,0,4,0.0,0,0,0,0,0,130741,0,0
EMP007765,EMP000122,Product,IC4,Masters,4,1,3,0,4,50.0,4,2,3,0,6,111225,0,0
