employee_id,manager_id,department,role_level,education_level,years_in_company,years_in_role,performance_rating,awards,kpis_count,kpis_achieved_pct,peer_review_score,training_courses_completed,certification_count,mentorship_participation,projects_delivered,salary,performance_intervention,promoted,prediction_promoted,box_category,potential
EMP000441,EMP008371,Finance,IC3,Masters,15,4,3,0,3,33.33,3,6,0,0,2,112546,0,1,1,High Potential / Moderate Performance,0.22050904724630851
EMP002363,EMP007308,Legal,IC4,Masters,10,6,4,0,4,100.0,4,4,1,0,10,112932,0,0,1,Moderate Potential / High Performance,0.17172641914478878
EMP004181,EMP005466,Engineering,IC1,Bachelors,7,5,4,0,1,100.0,3,1,0,0,4,80271,0,0,0,Low Potential / High Performance,0.13731868664598954
EMP008288,EMP005466,Engineering,IC1,Masters,3,1,4,1,1,100.0,4,1,1,0,4,68818,0,0,1,Moderate Potential / High Performance,0.18351205006874075
EMP000011,EMP006590,Customer Success,IC1,Associates,25,13,3,0,1,100.0,4,4,3,0,3,112659,0,0,1,Moderate Potential / Moderate Performance,0.14594493873225906
EMP006621,EMP009124,Sales,IC2,Bachelors,5,1,4,0,2,0.0,4,2,0,1,4,88985,0,0,1,High Potential / High Performance,0.2527978747241422
EMP005869,EMP005466,Engineering,IC1,Other,6,1,4,1,1,100.0,3,2,1,0,3,72530,0,0,1,Moderate Potential / High Performance,0.14720497731766322
EMP003662,EMP009124,Sales,IC1,Bachelors,8,2,2,0,1,100.0,2,2,3,0,0,78537,0,0,0,Low Potential / Low Performance,0.13007616206261033
EMP008091,EMP001858,Marketing,IC1,Masters,3,0,4,0,1,100.0,5,0,4,0,4,71856,0,1,1,Moderate Potential / High Performance,0.19130605439361012
EMP000094,EMP009124,Sales,IC1,Bachelors,20,11,3,0,1,0.0,2,9,1,0,5,104479,0,1,1,High Potential / Moderate Performance,0.2141779346753062
EMP001447,EMP005466,Engineering,IC1,Bachelors,11,7,3,0,1,100.0,3,3,1,0,2,86125,0,0,1,Low Potential / Moderate Performance,0.14436862521049632
EMP001834,EMP005466,Engineering,IC3,Bachelors,11,3,3,0,3,33.33,3,1,0,0,0,110802,0,0,1,Moderate Potential / Moderate Performance,0.1952169773584186
EMP007732,EMP000122,Product,M1,Other,4,1,3,0,4,100.0,3,3,0,0,2,117626,0,0,1,Low Potential / Moderate Performance,0.14198034616299202
EMP004880,EMP001858,Marketing,IC3,Bachelors,7,1,4,0,3,0.0,5,1,2,0,6,100531,0,0,1,High Potential / High Performance,0.2791821450454784
EMP008615,EMP001858,Marketing,IC2,Bachelors,3,1,5,0,2,100.0,5,1,1,1,4,80798,0,0,1,Moderate Potential / High Performance,0.1808377650533269
EMP002253,EMP000052,Sales,M1,Bachelors,10,5,3,0,4,100.0,4,2,0,0,6,140615,0,0,1,Moderate Potential / Moderate Performance,0.1627866339111599
EMP000293,EMP000052,Sales,M1,Other,16,9,4,0,4,25.0,4,1,1,0,6,142598,0,0,1,High Potential / High Performance,0.20629445508703498
EMP007904,EMP000003,Engineering,M2,Bachelors,4,0,4,0,4,50.0,5,1,4,0,4,149418,0,0,1,High Potential / High Performance,0.23289156393903712
EMP004598,EMP005466,Engineering,IC3,Associates,7,3,4,0,3,100.0,4,0,1,0,2,94677,0,0,1,Low Potential / High Performance,0.14161409908202024
EMP005607,EMP004444,Product,IC2,Bachelors,6,4,3,0,2,100.0,2,3,0,0,4,86926,0,0,0,Low Potential / Moderate Performance,0.1268984345523102
EMP005765,EMP004444,Product,IC1,Other,6,3,4,0,1,100.0,3,1,1,0,4,76818,0,0,0,Low Potential / High Performance,0.1311641759992591
EMP004418,EMP009124,Sales,IC3,Bachelors,7,5,2,0,3,66.67,3,1,2,0,4,96717,0,0,1,Moderate Potential / Low Performance,0.1665376133252171
EMP009165,EMP001858,Marketing,IC1,Bachelors,1,0,3,0,1,100.0,2,0,1,0,4,69830,0,0,0,Low Potential / Moderate Performance,0.122329213497567
EMP007761,EMP009124,Sales,IC2,Other,4,2,4,0,2,50.0,5,1,0,1,1,84001,0,0,1,High Potential / High Performance,0.2178133208457724
EMP004376,EMP001858,Marketing,IC2,Bachelors,7,4,4,0,2,50.0,5,2,1,0,0,91107,0,0,1,High Potential / High Performance,0.232240422944703
EMP008908,EMP000122,Product,M3,Masters,2,1,3,0,6,100.0,4,3,4,0,5,175194,0,0,1,Moderate Potential / Moderate Performance,0.18125607181688247
EMP002184,EMP003750,Operations,IC1,Bachelors,10,7,1,0,1,100.0,1,5,2,0,1,81437,0,0,0,Low Potential / Low Performance,0.11770278472702159
EMP004865,EMP000003,Engineering,M1,Bachelors,7,2,3,0,4,50.0,2,2,2,0,9,134961,0,0,1,Moderate Potential / Moderate Performance,0.1581646074323403
EMP008584,EMP004444,Product,IC3,Other,3,1,3,0,3,100.0,3,1,2,0,5,93490,0,0,0,Low Potential / Moderate Performance,0.13485057901705336
EMP008365,EMP000547,Finance,IC4,Bachelors,3,1,4,0,4,75.0,3,0,0,0,4,104821,0,1,1,Moderate Potential / High Performance,0.15615603280908005
EMP005016,EMP003750,Operations,IC2,Bachelors,6,3,3,0,2,100.0,4,2,1,0,2,89771,0,0,1,Moderate Potential / Moderate Performance,0.16565461950897825
EMP005815,EMP000002,Marketing,M1,Masters,6,3,2,0,4,100.0,2,2,3,1,2,130783,0,0,0,Low Potential / Low Performance,0.13779079522597443
EMP007624,EMP003750,Operations,IC3,Masters,4,2,4,0,3,100.0,2,2,4,0,1,90512,0,1,0,Low Potential / High Performance,0.13457753601809064
EMP005649,EMP009124,Sales,IC2,Masters,6,1,4,0,2,100.0,4,1,1,0,1,84420,0,0,1,Moderate Potential / High Performance,0.17200901551635206
EMP008864,EMP000547,Finance,M1,Masters,2,0,4,0,4,75.0,4,0,0,0,6,124697,0,0,1,Moderate Potential / High Performance,0.18785091050226288
EMP007107,EMP008668,Engineering,IC4,Bachelors,4,2,2,0,4,75.0,2,0,1,0,4,99610,0,0,0,Low Potential / Low Performance,0.13990083773644033
EMP002702,EMP000002,Marketing,M1,Masters,9,5,3,0,4,75.0,3,1,1,0,5,138775,0,0,1,Moderate Potential / Moderate Performance,0.1672488408489157
EMP002418,EMP000122,Product,M2,Bachelors,10,5,3,0,4,50.0,3,5,1,0,1,165952,0,0,1,Moderate Potential / Moderate Performance,0.1934883184384806
EMP009029,EMP000052,Sales,IC4,Bachelors,1,0,4,3,4,50.0,4,0,1,0,4,99827,0,0,1,High Potential / High Performance,0.25125780044482543
EMP007206,EMP000001,Operations,M1,Masters,4,1,4,0,4,100.0,4,0,3,0,10,124235,0,0,1,Moderate Potential / High Performance,0.16514349694330563
EMP003383,EMP000002,Marketing,M2,Associates,8,5,4,0,4,25.0,4,0,0,0,5,148553,0,1,1,Moderate Potential / High Performance,0.1969632922228979
EMP006751,EMP008961,HR,IC4,Bachelors,5,3,3,0,4,0.0,3,2,3,0,3,105531,0,0,1,High Potential / Moderate Performance,0.22845659604585122
EMP007947,EMP005865,Marketing,IC4,Associates,3,2,4,0,4,100.0,4,1,0,0,4,103125,0,0,1,Low Potential / High Performance,0.14382282243637326
EMP005651,EMP003750,Operations,IC3,Associates,6,2,3,0,3,100.0,2,2,3,0,4,92527,0,0,0,Low Potential / Moderate Performance,0.11304056981437806
EMP001806,EMP003750,Operations,IC1,Bachelors,11,3,4,0,1,100.0,4,3,0,0,2,91591,0,0,1,Moderate Potential / High Performance,0.16546083351246624
EMP001632,EMP004042,HR,IC3,Bachelors,11,3,3,0,3,100.0,3,2,1,1,4,102252,0,0,1,Low Potential / Moderate Performance,0.14427788482650897
EMP001510,EMP002462,Sales,IC4,Bachelors,11,8,4,0,4,50.0,5,3,0,0,8,120892,0,0,1,High Potential / High Performance,0.22606911938118238
EMP005122,EMP000146,Legal,M2,Bachelors,6,3,4,0,4,50.0,4,1,1,0,6,161682,0,1,1,High Potential / High Performance,0.20065648075462206
EMP008878,EMP004042,HR,IC2,Bachelors,2,0,3,0,2,100.0,3,1,1,0,2,77450,0,0,1,Low Potential / Moderate Performance,0.14448459515419657
EMP005428,EMP009124,Sales,IC2,Masters,6,1,5,2,2,100.0,5,0,2,0,1,82735,0,0,1,High Potential / High Performance,0.22212642424542192
EMP003747,EMP000002,Marketing,M2,Associates,8,6,4,0,4,75.0,5,1,0,0,3,162726,0,0,1,Moderate Potential / High Performance,0.1827540418013772
EMP007266,EMP005466,Engineering,IC1,Masters,4,2,3,0,1,100.0,3,0,1,0,2,71033,0,0,1,Moderate Potential / Moderate Performance,0.14829334985526504
EMP004378,EMP004042,HR,IC1,Masters,7,1,4,0,1,100.0,5,2,2,0,0,81614,0,0,1,High Potential / High Performance,0.1993751714948247
EMP003729,EMP000052,Sales,M1,Bachelors,8,3,3,1,4,75.0,4,4,0,1,1,138389,0,1,1,High Potential / Moderate Performance,0.20986782969169046
EMP006427,EMP001858,Marketing,IC3,Other,5,2,1,0,3,33.33,1,1,0,0,4,91378,0,0,1,Low Potential / Low Performance,0.1443071030387436
EMP002234,EMP008668,Engineering,IC4,Other,10,3,5,0,4,25.0,5,5,2,0,3,122726,0,0,1,High Potential / High Performance,0.25396233095696075
EMP005803,EMP002417,Customer Success,IC4,Bachelors,6,1,3,0,4,75.0,4,3,1,0,4,111993,0,0,1,Moderate Potential / Moderate Performance,0.1900563055450644
EMP003380,EMP000547,Finance,M2,Other,8,4,4,0,4,75.0,5,0,0,0,5,147478,0,0,1,Moderate Potential / High Performance,0.18978631174500613
EMP004901,EMP000052,Sales,M1,Bachelors,7,2,4,0,4,75.0,3,4,0,0,7,122102,0,0,1,Moderate Potential / High Performance,0.16507490167782302
EMP000701,EMP009124,Sales,IC3,Bachelors,14,2,3,0,3,100.0,4,4,1,0,4,115281,0,0,1,Moderate Potential / Moderate Performance,0.17136893881772772
EMP006179,EMP000003,Engineering,M2,Masters,5,3,4,0,4,75.0,5,1,1,1,5,149359,0,0,1,High Potential / High Performance,0.2156460550895087
EMP007714,EMP008668,Engineering,IC4,Bachelors,4,2,4,0,4,100.0,5,2,0,0,3,108992,0,0,1,Moderate Potential / High Performance,0.18712508679812645
EMP006142,EMP005466,Engineering,IC3,Associates,5,2,3,0,3,66.67,3,1,2,0,1,99496,0,0,1,Moderate Potential / Moderate Performance,0.15096053677673552
EMP003667,EMP004444,Product,IC1,Other,8,4,4,0,1,100.0,4,0,0,1,3,76210,0,0,1,Moderate Potential / High Performance,0.1472406316412613
EMP006410,EMP000052,Sales,M2,Masters,5,2,4,1,4,50.0,4,0,6,0,3,150511,0,0,1,High Potential / High Performance,0.2299743172186999
EMP008062,EMP004444,Product,IC2,Bachelors,3,1,3,0,2,50.0,3,1,0,0,1,77609,0,1,1,Moderate Potential / Moderate Performance,0.18151073595330883
EMP003704,EMP004042,HR,IC2,Masters,8,4,1,0,2,100.0,3,5,0,0,2,89770,0,0,1,Moderate Potential / Low Performance,0.16491479148910076
EMP003013,EMP008371,Finance,IC2,Masters,9,4,4,0,2,100.0,3,5,2,0,1,96793,0,0,1,Moderate Potential / High Performance,0.1596580190557062
EMP002376,EMP009124,Sales,IC1,Other,10,2,3,0,1,100.0,2,0,1,0,3,89776,0,0,0,Low Potential / Moderate Performance,0.11481014973727621
EMP006393,EMP005466,Engineering,IC1,Masters,5,1,4,0,1,100.0,4,2,1,0,1,74497,0,0,1,Moderate Potential / High Performance,0.17439373042778808
EMP005314,EMP003750,Operations,IC2,Bachelors,6,2,4,0,2,100.0,4,3,1,0,3,88532,0,0,1,Moderate Potential / High Performance,0.16637356147816337
EMP001703,EMP004444,Product,IC1,Bachelors,11,4,3,0,1,100.0,4,6,1,0,3,84088,0,0,1,Moderate Potential / Moderate Performance,0.17528501800055293
EMP006367,EMP001858,Marketing,IC3,Bachelors,5,1,3,0,3,33.33,3,0,0,0,2,90587,0,0,1,Moderate Potential / Moderate Performance,0.19215718009111868
EMP006852,EMP003750,Operations,IC1,Bachelors,5,1,4,2,1,100.0,3,4,0,0,3,70268,0,0,1,Moderate Potential / High Performance,0.17450353802612847
EMP007766,EMP000267,HR,IC4,Bachelors,4,2,2,0,4,75.0,3,0,4,0,2,109264,0,1,1,Moderate Potential / Low Performance,0.16214552902760912
EMP001672,EMP001858,Marketing,IC3,Masters,11,7,3,0,3,33.33,4,1,1,0,2,106200,0,1,1,High Potential / Moderate Performance,0.22748983783074334
EMP003210,EMP005466,Engineering,IC3,Bachelors,8,5,2,0,3,100.0,3,1,2,0,2,99315,0,0,1,Low Potential / Low Performance,0.14383435063633315
EMP003743,EMP000122,Product,M2,Masters,8,3,4,0,4,75.0,4,1,0,0,1,158180,0,1,1,Moderate Potential / High Performance,0.1929274466181709
EMP002824,EMP005466,Engineering,IC3,Associates,9,5,4,0,3,100.0,5,5,0,1,5,105540,0,0,1,Moderate Potential / High Performance,0.1723372989834374
EMP003980,EMP004444,Product,IC1,Bachelors,8,4,5,0,1,0.0,5,3,0,0,2,77246,0,0,1,High Potential / High Performance,0.2825225265939516
EMP005958,EMP005466,Engineering,IC1,Masters,6,1,4,0,1,100.0,3,2,1,0,3,72017,0,0,1,Moderate Potential / High Performance,0.1515835933558422
EMP003539,EMP009124,Sales,IC3,Masters,8,3,4,0,3,66.67,5,5,0,0,5,105267,0,0,1,High Potential / High Performance,0.23560391150656024
EMP008851,EMP006562,Finance,IC4,Bachelors,2,0,4,0,4,0.0,4,3,1,0,3,95897,0,0,1,High Potential / High Performance,0.26063531205592894
EMP000604,EMP005466,Engineering,IC2,Masters,14,7,3,1,2,50.0,4,10,0,0,1,98603,0,0,1,High Potential / Moderate Performance,0.2626512659883008
EMP007734,EMP004444,Product,IC2,Bachelors,4,1,3,0,2,100.0,4,3,2,0,0,83614,0,1,1,Moderate Potential / Moderate Performance,0.17176034782919258
EMP000394,EMP001858,Marketing,IC1,Bachelors,15,8,3,0,1,100.0,2,11,1,0,1,99680,0,0,1,Moderate Potential / Moderate Performance,0.14522597983256644
EMP007518,EMP000122,Product,M1,PhD,4,1,4,0,4,100.0,5,4,0,0,4,118986,0,0,1,High Potential / High Performance,0.2156692543947648
EMP005066,EMP005865,Marketing,IC4,Bachelors,6,3,3,0,4,100.0,2,0,0,0,3,106267,0,0,0,Low Potential / Moderate Performance,0.12215383622908367
EMP002998,EMP004444,Product,IC3,Bachelors,9,2,2,0,3,100.0,3,2,0,0,4,100303,0,0,1,Moderate Potential / Low Performance,0.14667630390051983
EMP002708,EMP009124,Sales,IC1,Other,9,2,3,0,1,100.0,4,1,1,0,1,83525,0,0,1,Moderate Potential / Moderate Performance,0.1548674284863251
EMP000096,EMP002462,Sales,IC4,Bachelors,20,12,5,1,4,100.0,5,8,3,0,2,140080,0,1,1,High Potential / High Performance,0.2130230904821208
EMP008547,EMP000002,Marketing,M2,Bachelors,3,1,3,0,4,50.0,2,0,2,0,2,152213,0,0,1,Moderate Potential / Moderate Performance,0.15853680478287738
EMP008570,EMP005865,Marketing,IC4,Masters,3,1,3,0,4,50.0,2,0,0,0,1,104535,0,1,1,Moderate Potential / Moderate Performance,0.16653589653151352
EMP004623,EMP009124,Sales,IC1,Bachelors,7,5,3,0,1,100.0,3,2,1,0,2,82388,0,0,1,Low Potential / Moderate Performance,0.1431740065672465
EMP001738,EMP000052,Sales,M2,Bachelors,11,5,3,0,4,75.0,4,5,1,0,2,158021,0,1,1,Moderate Potential / Moderate Performance,0.1958546024315756
EMP008388,EMP008371,Finance,IC1,Masters,3,1,2,0,1,100.0,1,0,1,0,0,71080,0,0,0,Low Potential / Low Performance,0.11589981753523516
EMP007785,EMP008668,Engineering,IC4,Masters,4,3,2,0,4,100.0,1,0,0,0,8,110512,0,0,0,Low Potential / Low Performance,0.1117968514178165
EMP005264,EMP005466,Engineering,IC2,Bachelors,6,3,3,2,2,100.0,4,2,2,0,2,84017,0,0,1,Moderate Potential / Moderate Performance,0.19472742869143217
EMP005301,EMP009124,Sales,IC3,Bachelors,6,2,3,0,3,66.67,1,1,1,0,4,101982,0,0,0,Low Potential / Moderate Performance,0.12706829535285416
EMP006643,EMP001858,Marketing,IC2,Other,5,1,4,0,2,50.0,4,2,1,1,3,86882,0,0,1,Moderate Potential / High Performance,0.19502328014697212
EMP006337,EMP008668,Engineering,IC4,PhD,5,1,2,0,4,100.0,2,2,4,0,3,106001,0,0,1,Moderate Potential / Low Performance,0.14633328685328123
EMP005228,EMP005466,Engineering,IC2,Masters,6,1,4,1,2,0.0,4,2,0,0,4,91693,0,0,1,High Potential / High Performance,0.28491160588525816
EMP001255,EMP000052,Sales,M3,Bachelors,12,2,3,0,6,83.33,3,4,2,0,3,194807,0,0,1,Moderate Potential / Moderate Performance,0.16535980823743182
EMP002488,EMP009124,Sales,IC2,Associates,9,6,4,0,2,100.0,4,2,1,0,5,91549,0,0,1,Low Potential / High Performance,0.14235304234512797
EMP008329,EMP005466,Engineering,IC2,Bachelors,3,1,4,0,2,100.0,4,1,1,0,1,78514,0,0,1,Moderate Potential / High Performance,0.1628126448321257
EMP007529,EMP000052,Sales,M2,Bachelors,4,2,2,0,4,25.0,1,2,0,0,3,146080,0,0,1,Moderate Potential / Low Performance,0.1615653039258607
EMP007214,EMP009124,Sales,IC3,Bachelors,4,0,2,0,3,66.67,2,5,1,0,6,97932,0,1,1,Moderate Potential / Low Performance,0.1584077919851383
EMP002523,EMP009124,Sales,IC2,Masters,9,6,5,1,2,100.0,5,2,1,0,4,96181,0,0,1,High Potential / High Performance,0.20524383097439378
EMP001577,EMP005466,Engineering,IC2,Bachelors,11,7,5,0,2,50.0,5,4,0,1,4,99803,0,1,1,High Potential / High Performance,0.22993684065524192
EMP007927,EMP009124,Sales,IC1,Bachelors,3,1,3,0,1,100.0,5,2,1,0,1,74904,0,0,1,Moderate Potential / Moderate Performance,0.19041649365331997
EMP006030,EMP000122,Product,M1,Bachelors,5,1,3,0,4,25.0,4,3,1,0,5,124468,0,1,1,High Potential / Moderate Performance,0.23584291702539575
EMP004088,EMP000003,Engineering,M1,Masters,7,3,4,0,4,100.0,4,4,0,0,3,125890,0,0,1,Moderate Potential / High Performance,0.1793739337848824
EMP004355,EMP000052,Sales,M1,Bachelors,7,3,3,0,4,100.0,3,1,1,0,5,133282,0,0,1,Low Potential / Moderate Performance,0.142115203626172
EMP001689,EMP004444,Product,IC1,Bachelors,11,5,3,0,1,100.0,3,5,1,1,4,84681,0,1,1,Moderate Potential / Moderate Performance,0.14966967602661352
EMP000020,EMP008371,Finance,IC3,Masters,25,15,3,0,3,33.33,2,6,1,0,3,130642,0,0,1,Moderate Potential / Moderate Performance,0.18495505403151588
EMP008367,EMP009124,Sales,IC1,Masters,3,0,3,0,1,100.0,4,2,4,0,3,68531,0,0,1,Moderate Potential / Moderate Performance,0.17697840216149188
EMP002907,EMP001858,Marketing,IC1,Bachelors,9,3,3,0,1,100.0,4,4,2,0,0,82716,0,0,1,Moderate Potential / Moderate Performance,0.17257768045572625
EMP005420,EMP009124,Sales,IC2,High School,6,1,1,2,2,50.0,1,2,0,1,2,82906,0,0,1,Low Potential / Low Performance,0.14472481750806365
EMP009096,EMP001858,Marketing,IC1,Associates,1,0,2,0,1,100.0,2,0,1,0,2,62964,0,0,0,Low Potential / Low Performance,0.11138147508160483
EMP003376,EMP004444,Product,IC2,Bachelors,8,2,4,0,2,50.0,4,4,1,0,5,89865,0,0,1,High Potential / High Performance,0.20985427632081496
EMP007977,EMP001858,Marketing,IC1,Bachelors,3,0,5,0,1,100.0,5,1,0,0,1,74151,0,0,1,Moderate Potential / High Performance,0.1829525179249823
EMP000810,EMP004042,HR,IC1,Other,13,10,3,0,1,100.0,3,1,1,0,4,88453,0,0,0,Low Potential / Moderate Performance,0.12864716063672652
EMP006404,EMP000002,Marketing,M1,Bachelors,5,1,4,0,4,100.0,4,1,3,0,8,130355,0,0,1,Moderate Potential / High Performance,0.160309593470588
EMP002555,EMP000001,Operations,M1,Masters,9,3,3,0,4,100.0,2,3,2,0,1,134194,0,1,0,Low Potential / Moderate Performance,0.13868559651322263
EMP007432,EMP000002,Marketing,M1,High School,4,1,5,0,4,100.0,5,0,0,0,6,116167,0,0,1,Moderate Potential / High Performance,0.15066801923913403
EMP007147,EMP009124,Sales,IC1,Associates,4,2,2,0,1,100.0,2,1,0,0,2,72774,0,0,0,Low Potential / Low Performance,0.11213530008582974
EMP003061,EMP008371,Finance,IC1,Masters,9,5,3,0,1,0.0,3,7,1,0,3,84176,0,0,1,High Potential / Moderate Performance,0.25445538765452114
EMP008242,EMP001858,Marketing,IC1,Other,3,1,3,0,1,100.0,3,1,0,0,5,69690,0,0,0,Low Potential / Moderate Performance,0.13343811589589888
EMP004303,EMP000052,Sales,IC4,Bachelors,7,3,4,0,4,50.0,4,2,1,0,4,106615,0,1,1,High Potential / High Performance,0.20430126988856223
EMP001143,EMP001858,Marketing,IC2,Associates,12,2,4,0,2,50.0,3,3,1,0,2,96190,0,0,1,Moderate Potential / High Performance,0.1650501104429095
EMP001618,EMP001858,Marketing,IC2,Bachelors,11,2,3,0,2,100.0,3,3,2,0,1,92230,0,0,1,Moderate Potential / Moderate Performance,0.14916701613335479
EMP006851,EMP005466,Engineering,IC1,Masters,5,3,4,0,1,100.0,4,1,2,0,2,77534,0,0,1,Moderate Potential / High Performance,0.16949970002392115
EMP006932,EMP000002,Marketing,M1,Associates,5,2,2,0,4,75.0,2,1,0,1,4,117957,0,0,0,Low Potential / Low Performance,0.12723655058862343
EMP008105,EMP005466,Engineering,IC1,Other,3,1,2,0,1,0.0,2,1,1,0,4,68549,0,0,1,Moderate Potential / Low Performance,0.18916932270586434
EMP002849,EMP000003,Engineering,M1,Associates,9,6,4,0,4,100.0,5,2,0,1,3,137422,0,0,1,Moderate Potential / High Performance,0.16539091549364066
EMP004032,EMP000002,Marketing,IC4,Bachelors,8,6,4,0,4,50.0,5,3,1,0,5,117643,0,0,1,High Potential / High Performance,0.2309809836855041
EMP007092,EMP000034,Customer Success,M1,Other,4,2,4,0,4,100.0,4,1,0,0,2,115522,0,0,1,Moderate Potential / High Performance,0.15393775050443856
EMP009179,EMP001858,Marketing,IC3,Bachelors,1,0,4,0,3,100.0,3,1,1,1,4,88686,0,0,1,Low Potential / High Performance,0.1418030087782788
EMP007837,EMP004042,HR,IC2,Bachelors,4,1,4,1,2,0.0,4,0,4,0,7,81500,0,0,1,High Potential / High Performance,0.2623373598419588
EMP006770,EMP006590,Customer Success,IC1,High School,5,2,3,0,1,100.0,4,2,1,0,2,72101,0,0,1,Low Potential / Moderate Performance,0.14024817477140383
EMP000621,EMP001858,Marketing,IC3,Bachelors,14,5,3,0,3,100.0,3,2,1,0,1,109206,0,0,1,Low Potential / Moderate Performance,0.14476180892540455
EMP008734,EMP004042,HR,IC2,Associates,2,0,2,0,2,100.0,3,1,0,0,1,79246,0,0,0,Low Potential / Low Performance,0.13104651023886435
EMP007181,EMP005466,Engineering,IC1,Associates,4,1,5,1,1,100.0,5,0,0,0,6,68392,0,0,1,Moderate Potential / High Performance,0.17055029206102096
EMP008498,EMP009124,Sales,IC2,Associates,3,1,2,0,2,100.0,2,0,0,0,4,77107,0,0,0,Low Potential / Low Performance,0.110053443904807
EMP008448,EMP000034,Customer Success,IC4,Other,3,1,4,0,4,25.0,4,2,2,0,7,107145,0,0,1,High Potential / High Performance,0.21586715859482986
EMP001047,EMP002462,Sales,IC4,High School,13,4,2,0,4,50.0,3,0,1,0,3,124102,0,0,1,Moderate Potential / Low Performance,0.15122620298955827
EMP007509,EMP004042,HR,IC3,High School,4,0,4,0,3,100.0,4,0,0,0,8,92467,0,0,0,Low Potential / High Performance,0.1320058742883531
EMP001559,EMP004444,Product,IC3,Masters,11,8,3,0,3,100.0,3,4,2,0,3,103407,0,0,1,Moderate Potential / Moderate Performance,0.15535446394627275
EMP000744,EMP003750,Operations,IC1,Other,14,11,3,0,1,100.0,4,3,1,0,2,97352,0,1,1,Moderate Potential / Moderate Performance,0.1531954604689331
EMP000223,EMP004042,HR,IC1,Associates,17,9,4,1,1,0.0,2,6,0,0,1,94078,0,0,1,High Potential / High Performance,0.2004296730799144
EMP001374,EMP000001,Operations,M2,Bachelors,12,2,5,0,4,100.0,5,6,2,0,5,164153,0,0,1,Moderate Potential / High Performance,0.19781904803318343
EMP000626,EMP009124,Sales,IC1,Masters,14,9,4,0,1,0.0,4,5,3,0,7,97400,0,1,1,High Potential / High Performance,0.266583005097671
EMP004490,EMP005466,Engineering,IC3,Bachelors,7,2,3,0,3,66.67,2,3,1,0,3,102108,0,0,1,Moderate Potential / Moderate Performance,0.15143382105745143
EMP008041,EMP005466,Engineering,IC2,Bachelors,3,2,4,3,2,100.0,3,5,2,0,2,81937,0,0,1,Moderate Potential / High Performance,0.19337691386337064
EMP004630,EMP002462,Sales,IC4,Masters,7,3,4,0,4,100.0,3,1,0,0,3,115430,0,0,1,Moderate Potential / High Performance,0.14880854109521402
EMP002749,EMP001858,Marketing,IC2,Associates,9,2,4,0,2,100.0,3,1,0,0,1,93517,0,1,0,Low Potential / High Performance,0.12624827655444257
EMP005217,EMP008144,Product,IC4,Bachelors,6,4,4,0,4,100.0,4,3,2,0,6,104822,0,0,1,Moderate Potential / High Performance,0.16420737642393837
EMP007600,EMP003750,Operations,IC2,Bachelors,4,1,2,0,2,100.0,2,3,2,0,2,80398,0,0,0,Low Potential / Low Performance,0.1321326314845841
EMP004363,EMP009124,Sales,IC1,Masters,7,1,3,0,1,100.0,3,3,4,0,4,77816,0,0,1,Moderate Potential / Moderate Performance,0.15652970799200988
EMP005915,EMP000003,Engineering,M1,Masters,6,2,4,0,4,100.0,3,2,1,0,1,120181,0,0,1,Moderate Potential / High Performance,0.15421390380391495
EMP000354,EMP000547,Finance,IC4,Masters,16,8,2,0,4,100.0,2,12,2,0,3,133130,0,1,1,Moderate Potential / Low Performance,0.158977709254071
EMP005101,EMP000003,Engineering,IC4,Masters,6,3,5,0,4,75.0,5,4,2,1,6,107113,0,1,1,High Potential / High Performance,0.2216508215790713
EMP008029,EMP003750,Operations,IC2,Associates,3,0,5,0,2,100.0,5,0,3,0,2,80032,0,0,1,Moderate Potential / High Performance,0.16195942250225398
EMP008211,EMP000001,Operations,IC4,Bachelors,3,2,4,0,4,100.0,4,1,0,0,7,100544,0,1,1,Moderate Potential / High Performance,0.15885891270864458
EMP003746,EMP009124,Sales,IC2,Bachelors,8,3,2,0,2,100.0,3,2,3,0,2,91033,0,0,1,Moderate Potential / Low Performance,0.1475283376045882
EMP000240,EMP005466,Engineering,IC3,Other,17,10,2,0,3,100.0,3,3,3,0,5,116137,0,0,0,Low Potential / Low Performance,0.13604132363881266
EMP002639,EMP000003,Engineering,M3,High School,9,6,4,0,6,33.33,4,1,0,0,2,190442,0,0,1,Moderate Potential / High Performance,0.18494058711607655
EMP003300,EMP000547,Finance,M1,Bachelors,8,3,4,0,4,75.0,4,4,0,0,4,130727,0,0,1,Moderate Potential / High Performance,0.1893827632500752
EMP004844,EMP004042,HR,IC3,Bachelors,7,5,3,0,3,100.0,2,2,0,0,6,101893,0,0,0,Low Potential / Moderate Performance,0.12339506218477074
EMP004930,EMP003750,Operations,IC1,Bachelors,7,1,5,0,1,100.0,5,2,0,0,1,78106,0,1,1,Moderate Potential / High Performance,0.18523009117671463
EMP007073,EMP009124,Sales,IC1,Masters,4,3,2,0,1,100.0,2,1,3,0,3,75109,1,0,0,Low Potential / Low Performance,0.13294030858364453
EMP009035,EMP001858,Marketing,IC2,Bachelors,1,0,4,1,2,50.0,3,0,0,0,4,76197,0,1,1,Moderate Potential / High Performance,0.18930064780239492
EMP005913,EMP009124,Sales,IC3,Masters,6,2,3,0,3,0.0,3,3,1,1,5,96683,0,0,1,High Potential / Moderate Performance,0.2417605055419078
